Affected Vendor(s),CVE_ID,CVSS v3.0
Oracle,CVE-2011-0802,7.5
Microsoft,CVE-2011-1346,7.5
Microsoft,CVE-2011-1266,9.0
Microsoft,CVE-2011-1262,7.5
Microsoft,CVE-2011-1261,7.5
Microsoft,CVE-2011-1260,7.5
Microsoft,CVE-2011-1256,7.5
Oracle,CVE-2011-0863,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0862,9.0
Oracle,CVE-2011-0817,9.0
Novell,CVE-2011-1707,9.0
Novell,CVE-2011-1708,9.0
Novell,CVE-2011-1706,9.0
Novell,CVE-2011-1705,9.0
Novell,CVE-2011-1704,9.0
Novell,CVE-2011-1703,9.0
Novell,CVE-2011-1702,9.0
Novell,CVE-2011-1701,9.0
Novell,CVE-2011-1700,9.0
Novell,CVE-2011-1699,9.0
Sybase,,10.0
Hewlett-Packard,,10.0
IBM,CVE-2011-1220,10.0
"IBM, EMC","CVE-2011-0321, CVE-2011-1210",9.0
Microsoft,CVE-2011-1248,10.0
Hewlett-Packard,CVE-2011-1854,10.0
Hewlett-Packard,CVE-2011-1853,10.0
Hewlett-Packard,CVE-2011-1852,10.0
Hewlett-Packard,CVE-2011-1851,10.0
Hewlett-Packard,CVE-2011-1850,10.0
Hewlett-Packard,CVE-2011-1849,10.0
Hewlett-Packard,CVE-2011-1848,10.0
Mozilla,CVE-2011-0066,9.0
Mozilla,CVE-2011-0065,9.0
Mozilla,CVE-2011-0073,9.0
Sybase,,10.0
Sybase,,10.0
Sybase,,10.0
Embarcadero,,10.0
Hewlett-Packard,CVE-2011-1736,7.8
Hewlett-Packard,CVE-2011-1735,10.0
Hewlett-Packard,CVE-2011-1734,10.0
Hewlett-Packard,CVE-2011-1733,10.0
Hewlett-Packard,CVE-2011-1732,10.0
Hewlett-Packard,CVE-2011-1731,10.0
Hewlett-Packard,CVE-2011-1730,10.0
Hewlett-Packard,CVE-2011-1729,10.0
Hewlett-Packard,CVE-2011-1728,10.0
Cisco,CVE-2011-1610,7.5
IBM,CVE-2011-1208,7.8
Nortel,,10.0
Apple,CVE-2011-0234,9.0
WebKit,,9.0
Apple,CVE-2011-0234,9.0
Oracle,CVE-2011-0807,10.0
IBM,CVE-2011-1206,10.0
WebKit,CVE-2011-1344,9.0
CA,CVE-2011-1653,10.0
CA,CVE-2011-1653,10.0
CA,CVE-2011-1653,10.0
CA,CVE-2011-1653,10.0
CA,CVE-2011-1653,10.0
CA,CVE-2011-1653,10.0
CA,CVE-2011-1653,10.0
CA,CVE-2011-1655,10.0
CA,CVE-2011-1654,10.0
Microsoft,CVE-2011-0656,9.0
Microsoft,CVE-2011-0655,9.0
Microsoft,CVE-2011-0655,9.0
RealNetworks,CVE-2011-1426,9.7
Microsoft,CVE-2011-0105,10.0
Microsoft,CVE-2011-0101,9.0
Microsoft,CVE-2011-1345,9.0
Novell,CVE-2010-4229,10.0
McAfee,,10.0
Novell,CVE-2011-0994,10.0
IBM,,9.3
RealNetworks,CVE-2010-4235,10.0
Zend,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,CVE-2011-4147,10.0
IBM,CVE-2011-0920,10.0
Apple,CVE-2011-1417,9.7
Apple,CVE-2011-0176,10.0
Libtiff,CVE-2011-1167,9.0
Novell,CVE-2010-4228,9.0
Hewlett-Packard,CVE-2011-0889,10.0
WebKit,CVE-2011-1290,9.0
Mozilla,CVE-2011-0055,9.0
Postgres,,10.0
Apple,CVE-2011-0154,9.0
Apple,CVE-2011-0149,9.0
Apple,CVE-2011-0133,9.7
Apple,CVE-2011-0132,9.0
Apple,CVE-2011-0116,9.0
Apple,CVE-2011-0115,9.0
Apple,CVE-2010-1824,9.7
Hewlett-Packard,,7.5
CA,CVE-2011-1036,9.3
Cisco,CVE-2011-0925,8.3
Cisco,CVE-2011-0926,9.0
Novell,CVE-2010-4227,10.0
Novell,CVE-2010-4323,10.0
Cisco,CVE-2011-0364,10.0
Novell,CVE-2010-4328,9.0
Oracle,CVE-2010-4463,9.7
Oracle,CVE-2010-4462,7.5
Oracle,CVE-2010-4452,9.0
Oracle,CVE-2010-4465,10.0
Oracle,CVE-2010-4466,6.4
Adobe,CVE-2011-0578,9.0
Adobe,CVE-2010-4190,9.0
Adobe,CVE-2011-0557,9.0
Adobe,CVE-2010-4192,9.0
Adobe,CVE-2011-0590,9.0
RealNetworks,CVE-2011-0694,9.0
Adobe,CVE-2011-0606,9.0
Adobe,CVE-2011-0600,9.0
Adobe,CVE-2011-0598,9.0
Adobe,CVE-2011-0599,9.0
Adobe,CVE-2011-0596,9.0
Adobe,CVE-2011-0595,9.7
Adobe,CVE-2011-0593,9.0
Adobe,CVE-2011-0592,9.0
Adobe,CVE-2011-0591,9.0
Adobe,CVE-2011-0590,10.0
Adobe,CVE-2011-0567,10.0
Microsoft,CVE-2011-0045,6.8
Microsoft,CVE-2011-0092,
"Hewlett-Packard, IBM, Sun Microsystems",CVE-2010-4435,10.0
EMC,CVE-2011-0647,10.0
Novell,CVE-2010-4327,9.0
CA,CVE-2011-0758,10.0
SCO,,10.0
Hewlett-Packard,CVE-2011-0921,10.0
Hewlett-Packard,CVE-2011-0922,10.0
Hewlett-Packard,CVE-2011-0923,10.0
Hewlett-Packard,CVE-2011-0924,10.0
IBM,CVE-2011-0913,10.0
IBM,CVE-2011-0914,10.0
IBM,CVE-2011-0912,7.5
IBM,CVE-2011-1033,10.0
IBM,CVE-2011-0916,10.0
IBM,CVE-2011-0915,10.0
IBM,CVE-2011-0917,10.0
IBM,CVE-2011-0918,10.0
IBM,CVE-2011-0919,10.0
Microsoft,CVE-2011-0976,10.0
Microsoft,CVE-2011-0977,10.0
Microsoft,CVE-2011-0978,9.0
Microsoft,CVE-2011-0979,9.0
Microsoft,CVE-2011-0980,9.0
BMC Software,,10.0
Apple,CVE-2010-3790,9.0
Symantec,CVE-2010-3719,8.5
IBM,,9.0
IBM,,9.0
Hewlett-Packard,CVE-2011-0276,10.0
RealNetworks,CVE-2010-4393,9.0
Symantec,CVE-2010-0111,10.0
Symantec,CVE-2010-0111,10.0
Symantec,CVE-2010-0111,10.0
Symantec,CVE-2010-0111,10.0
Symantec,CVE-2010-0110,10.0
Novell,CVE-2010-4325,10.0
Novell,,10.0
Novell,CVE-2010-4326,10.0
Hewlett-Packard,CVE-2011-0273,10.0
Citrix,,10.0
Oracle,,10.0
Icon Labs,,10.0
Oracle,CVE-2010-4417,10.0
Oracle,CVE-2010-4416,10.0
Oracle,CVE-2010-3600,10.0
Oracle,CVE-2010-4449,9.0
Oracle,CVE-2010-3594,9.0
Hewlett-Packard,CVE-2011-0272,10.0
Red Hat,CVE-2010-4351,9.0
Symantec,CVE-2010-0115,10.0
Hewlett-Packard,CVE-2011-0270,10.0
Hewlett-Packard,CVE-2011-0269,10.0
Hewlett-Packard,CVE-2011-0268,10.0
Hewlett-Packard,CVE-2011-0267,10.0
Hewlett-Packard,CVE-2011-0266,10.0
Hewlett-Packard,CVE-2011-0265,10.0
Hewlett-Packard,CVE-2011-0264,10.0
Hewlett-Packard,CVE-2011-0263,10.0
Hewlett-Packard,CVE-2011-0262,10.0
Hewlett-Packard,CVE-2011-0261,10.0
Microsoft,CVE-2011-0027,9.0
Microsoft,CVE-2011-0026,10.0
Honeywell,CVE-2012-2054,7.5
Oracle,,10.0
Microsoft,CVE-2012-0182,7.5
Microsoft,CVE-2012-2548,7.5
Microsoft,CVE-2012-4969,7.5
Microsoft,CVE-2012-2557,7.5
Oracle,CVE-2012-1682,9.0
Novell,CVE-2012-0417,10.0
RealNetworks,CVE-2012-0928,7.5
Microsoft,CVE-2012-1878,7.5
Microsoft,CVE-2012-1879,7.5
Microsoft,CVE-2012-1880,7.5
WebKit.Org,CVE-2011-3071,7.5
Microsoft,CVE-2012-1877,7.5
Oracle,CVE-2012-1721,9.0
Microsoft,CVE-2012-1881,7.5
RealNetworks,CVE-2012-0923,7.5
Microsoft,CVE-2012-0183,7.5
Apple,CVE-2012-0650,10.0
Microsoft,CVE-2012-2543,7.5
RealNetworks,CVE-2012-0925,9.0
EMC,CVE-2012-2289,7.5
Novell,CVE-2011-4186,10.0
Novell,,7.5
EMC,CVE-2012-2289,7.5
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,7.5
GE,CVE-2012-2516,7.5
Indusoft,CVE-2011-0340,7.5
Novell,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
Microsoft,CVE-2012-1891,7.5
Microsoft,CVE-2012-1847,7.5
Cisco,CVE-2012-2493,9.0
Indusoft,CVE-2011-0340,7.5
IBM,CVE-2012-2174,7.5
Apple,CVE-2012-0670,7.5
Oracle,,10.0
Oracle,,10.0
Oracle,,10.0
Cisco,CVE-2012-2494,9.0
GE,CVE-2012-0232,9.4
WebKit.Org,CVE-2011-3897,7.5
Novell,,10.0
Symantec,CVE-2012-0289,10.0
EMC,CVE-2012-0409,10.0
Microsoft,CVE-2012-1888,7.5
Oracle,CVE-2012-1713,9.0
Microsoft,CVE-2012-1855,7.5
McAfee,,10.0
SAP,,10.0
SAP,,7.5
Apple,CVE-2012-0662,10.0
Apple,CVE-2011-3220,7.5
Apple,CVE-2012-0661,7.5
IBM,CVE-2012-2176,7.5
GE,CVE-2012-0229,10.0
IBM,CVE-2012-2175,7.5
Microsoft,CVE-2012-0162,7.5
Apple,CVE-2011-3458,7.5
Microsoft,CVE-2012-0159,10.0
Mozilla,CVE-2011-3671,7.5
Hewlett-Packard,,10.0
Hewlett-Packard,,10.0
Apple,CVE-2012-0666,7.5
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
EMC,CVE-2012-0409,10.0
Hewlett-Packard,CVE-2012-2020,10.0
Hewlett-Packard,CVE-2012-2019,10.0
IBM,CVE-2012-0708,7.5
SAP,,9.0
SAP,,10.0
Mozilla,CVE-2011-3659,7.5
Apple,CVE-2012-0663,7.5
Apple,CVE-2012-0663,7.5
Apple,CVE-2012-0663,7.5
Avaya,CVE-2012-3811,9.7
Apple,CVE-2012-0664,7.5
SAP,,10.0
Apple,CVE-2011-3459,7.5
Novell,CVE-2011-4187,9.0
IBM,CVE-2012-0202,10.0
Hewlett-Packard,CVE-2012-0127,10.0
"Hewlett-Packard, DataDirect",CVE-2011-4165,7.5
America Online,,7.5
Hewlett-Packard,CVE-2012-0121,10.0
Hewlett-Packard,CVE-2012-0122,10.0
Apple,CVE-2012-0663,7.5
RealNetworks,CVE-2012-0942,7.5
Microsoft,CVE-2012-1876,9.0
RealNetworks,CVE-2011-4247,7.5
Symantec,CVE-2012-0299,7.5
Symantec,CVE-2012-0297,7.5
"Hewlett-Packard, DataDirect",CVE-2011-4164,10.0
"Hewlett-Packard, DataDirect",CVE-2011-4163,10.0
RealNetworks,CVE-2011-4260,7.5
RealNetworks,CVE-2012-0922,7.5
RealNetworks,CVE-2011-4261,7.5
RealNetworks,CVE-2012-0926,9.0
Oracle,,7.5
Oracle,,7.5
Oracle,,7.5
Adobe,CVE-2012-0754,7.5
Apple,CVE-2012-0665,7.5
Apple,CVE-2012-0669,7.5
Apple,CVE-2012-0667,7.5
Apple,CVE-2012-0659,7.5
Apple,CVE-2012-0668,7.5
Oracle,,7.5
Oracle,,7.5
Samba,CVE-2012-1182,10.0
Samba,CVE-2012-1182,10.0
Samba,CVE-2012-1182,10.0
Samba,CVE-2012-1182,10.0
Samba,CVE-2012-1182,10.0
WebKit.Org,CVE-2012-0592,7.5
Microsoft,,7.5
Microsoft,,7.5
Samba,CVE-2012-1182,10.0
Samba,CVE-2012-1182,10.0
Samba,CVE-2012-1182,10.0
Samba,CVE-2012-1182,10.0
Oracle,CVE-2012-0498,7.5
Mozilla,CVE-2012-0444,7.5
Apple,CVE-2011-3460,7.5
Adobe,,9.0
Mozilla,CVE-2011-3658,7.5
WebKit.Org,CVE-2011-3928,7.5
WebKit.Org,CVE-2011-2825,7.5
RealNetworks,CVE-2011-4249,7.5
Flexera Software,,10.0
RealNetworks,CVE-2011-4254,7.5
RealNetworks,CVE-2011-4262,7.5
RealNetworks,CVE-2012-0927,9.0
RealNetworks,CVE-2012-0924,9.0
Adobe,CVE-2012-0754,9.0
RealNetworks,CVE-2011-4257,7.5
Oracle,,9.0
Microsoft,CVE-2012-0002,10.0
Libtiff,CVE-2012-1173,7.5
Adobe,CVE-2011-2113,9.0
IBM,"CVE-2012-0198, CVE-2012-0199",10.0
Oracle,,9.0
Oracle,,7.5
Oracle,,7.5
Microsoft,CVE-2012-0155,7.5
Microsoft,CVE-2012-0011,9.0
Microsoft,CVE-2012-0150,7.5
ABB,,10.0
Oracle,,7.5
Novell,CVE-2011-4194,9.0
IBM,CVE-2011-1388,9.0
IBM,CVE-2011-1391,9.0
IBM,CVE-2011-1392,9.0
IBM,CVE-2012-0189,7.5
IBM,CVE-2012-0190,7.5
EMC,CVE-2012-0395,10.0
Total Defense,,7.5
Total Defense,,7.5
Total Defense,,10.0
Adobe,CVE-2011-4373,7.5
IBM,CVE-2012-0189,7.5
IBM,CVE-2012-0188,7.5
Symantec,CVE-2011-3478,9.7
Oracle,,9.7
Hewlett-Packard,CVE-2011-4789,10.0
Hewlett-Packard,CVE-2011-4788,9.0
Hewlett-Packard,CVE-2011-4787,9.0
Hewlett-Packard,CVE-2011-4786,9.0
McAfee,,9.0
Novell,,10.0
Citrix,,10.0
Citrix,,10.0
Citrix,,10.0
Novell,,10.0
Novell,,10.0
Apple,CVE-2011-3248,7.5
Apple,CVE-2011-3250,7.5
Hewlett-Packard,CVE-2011-3166,10.0
Hewlett-Packard,CVE-2011-3167,10.0
Hewlett-Packard,CVE-2011-4169,9.0
Adobe,CVE-2013-2555,6.8
Samsung,CVE-2013-7396,10.0
Apple,CVE-2013-5228,7.5
IBM,CVE-2013-5398,5.0
IBM,CVE-2013-5397,5.0
EMC,CVE-2013-6810,9.3
EMC,CVE-2013-6810,7.8
EMC,CVE-2013-6810,9.3
EMC,CVE-2013-6810,10.0
EMC,CVE-2013-6810,10.0
EMC,CVE-2013-6810,9.3
Ecava,,7.5
Cisco,CVE-2013-5554,7.5
Adobe,CVE-2013-5330,7.5
IBM,CVE-2013-5447,7.5
Microsoft,CVE-2013-5049,7.5
Microsoft,CVE-2013-5047,6.8
Microsoft,CVE-2013-5048,6.8
ABB,,7.5
Valve,,6.5
ABB,,7.5
Microsoft,CVE-2013-3917,6.8
Microsoft,CVE-2013-3912,6.8
Microsoft,CVE-2013-3911,6.8
Microsoft,CVE-2013-3910,7.5
Hewlett-Packard,CVE-2013-4835,10.0
Hewlett-Packard,CVE-2013-4836,7.5
Hewlett-Packard,CVE-2013-4839,7.5
Hewlett-Packard,CVE-2013-4838,10.0
Hewlett-Packard,CVE-2013-4837,10.0
Novell,CVE-2013-1084,7.8
Hewlett-Packard,CVE-2013-2366,10.0
Cisco,CVE-2013-5487,5.0
Cisco,CVE-2013-5486,10.0
Cisco,CVE-2013-5486,10.0
ABB,,7.5
Cogent Real-Time Systems,,7.5
MySQL,CVE-2013-1492,5.1
Panda Software,,10.0
Oracle,CVE-2013-3828,5.0
Oracle,CVE-2013-5830,10.0
Oracle,CVE-2013-5829,10.0
Oracle,CVE-2013-5842,10.0
Oracle,CVE-2013-5783,5.8
Oracle,CVE-2013-5817,10.0
Hewlett-Packard,CVE-2013-4827,7.5
Hewlett-Packard,CVE-2013-4826,7.8
Hewlett-Packard,CVE-2013-4825,4.9
Hewlett-Packard,CVE-2013-4824,9.4
Hewlett-Packard,CVE-2013-4823,7.8
Hewlett-Packard,CVE-2013-4822,10.0
Microsoft,CVE-2013-3128,7.1
Microsoft,CVE-2013-3872,7.5
Microsoft,CVE-2013-3894,6.9
Microsoft,CVE-2013-3874,6.8
Microsoft,CVE-2013-3873,5.1
Microsoft,CVE-2013-3871,6.8
Microsoft,CVE-2013-3846,7.5
Adobe,CVE-2013-3358,7.5
Hewlett-Packard,CVE-2013-4810,10.0
Hewlett-Packard,CVE-2013-4813,10.0
Hewlett-Packard,CVE-2013-4809,10.0
Hewlett-Packard,CVE-2013-4811,10.0
Hewlett-Packard,CVE-2013-4812,10.0
Microsoft,CVE-2013-3201,6.8
Microsoft,CVE-2013-3203,7.5
Microsoft,CVE-2013-3845,7.5
Microsoft,CVE-2013-3209,7.5
Microsoft,CVE-2013-3208,7.5
Microsoft,CVE-2013-3207,6.8
Microsoft,CVE-2013-3206,7.5
Microsoft,CVE-2013-3205,7.5
Microsoft,CVE-2013-3202,7.5
Microsoft,CVE-2013-3863,6.8
IBM,CVE-2013-3026,6.8
IBM,CVE-2013-3027,6.8
Adobe,CVE-2013-3346,6.8
Samsung,,8.3
ISC,CVE-2013-4854,7.8
Hewlett-Packard,CVE-2013-4801,7.5
Hewlett-Packard,CVE-2013-4799,7.6
Hewlett-Packard,CVE-2013-4798,10.0
Hewlett-Packard,CVE-2013-4797,7.5
Hewlett-Packard,CVE-2013-2367,10.0
Hewlett-Packard,CVE-2013-2362,10.0
Hewlett-Packard,CVE-2013-2369,7.5
Hewlett-Packard,CVE-2013-2368,7.5
Hewlett-Packard,CVE-2013-2351,7.5
Hewlett-Packard,CVE-2013-4802,5.0
Oracle,CVE-2013-3751,7.5
Microsoft,CVE-2013-3194,7.5
Microsoft,CVE-2013-3199,7.5
Microsoft,CVE-2013-3193,7.5
Microsoft,CVE-2013-3184,6.8
Microsoft,CVE-2013-3184,7.5
Microsoft,,9.3
Microsoft,CVE-2013-2556,5.0
Oracle,CVE-2013-3764,6.4
Oracle,CVE-2013-3763,6.4
Novell,CVE-2012-0411,7.5
PineApp,,10.0
PineApp,,10.0
PineApp,,10.0
PineApp,,10.0
PineApp,,10.0
PineApp,,10.0
Hewlett-Packard,CVE-2013-2370,7.5
GE,CVE-2013-2785,7.5
GE,CVE-2013-2785,6.8
Hewlett-Packard,CVE-2013-2343,10.0
Cogent Real-Time Systems,,10.0
Adobe,CVE-2013-3347,7.5
Microsoft,CVE-2013-3146,5.1
Microsoft,CVE-2013-3145,6.8
Microsoft,CVE-2013-3147,7.5
Microsoft,CVE-2013-3149,7.5
Microsoft,CVE-2013-3144,7.5
Microsoft,CVE-2013-1345,6.2
Microsoft,CVE-2013-1300,6.9
Hewlett-Packard,CVE-2013-4800,9.3
Microsoft,CVE-2013-3127,5.1
Microsoft,CVE-2013-3153,5.1
Microsoft,CVE-2013-3152,6.8
Microsoft,CVE-2013-3151,5.1
Microsoft,CVE-2013-3150,7.5
Microsoft,CVE-2013-3143,6.8
Microsoft,CVE-2013-3148,7.5
Hewlett-Packard,CVE-2013-2335,10.0
Oracle,CVE-2013-2448,7.6
Oracle,CVE-2013-2455,5.0
Oracle,CVE-2013-2470,10.0
Oracle,CVE-2013-2464,10.0
Oracle,CVE-2013-2463,10.0
Oracle,CVE-2013-2469,10.0
Oracle,CVE-2013-2473,10.0
Oracle,CVE-2013-2465,10.0
Oracle,CVE-2013-2471,10.0
Oracle,CVE-2013-2472,10.0
Apple,CVE-2013-0975,5.1
Oracle,CVE-2013-1493,10.0
Oracle,CVE-2013-0809,10.0
"VMWare, Inc.",CVE-2013-3520,10.0
Microsoft,CVE-2013-3141,6.8
Microsoft,CVE-2013-3142,6.8
Microsoft,CVE-2013-3123,7.5
Microsoft,CVE-2013-3126,6.8
Oracle,CVE-2013-1493,6.8
Microsoft,CVE-2013-3125,5.1
Microsoft,CVE-2013-3124,6.8
Microsoft,CVE-2013-3122,6.8
Microsoft,CVE-2013-3121,7.5
Microsoft,CVE-2013-3120,5.1
Microsoft,CVE-2013-3119,7.5
Microsoft,CVE-2013-3118,7.5
Microsoft,CVE-2013-3112,6.8
Microsoft,CVE-2013-3111,6.8
Oracle,,7.5
Hewlett-Packard,CVE-2013-2334,10.0
Hewlett-Packard,CVE-2013-2333,10.0
Hewlett-Packard,CVE-2013-2332,10.0
Hewlett-Packard,CVE-2013-2331,10.0
Hewlett-Packard,CVE-2013-2330,10.0
Hewlett-Packard,CVE-2013-2329,10.0
Hewlett-Packard,CVE-2013-2328,10.0
Hewlett-Packard,CVE-2013-2327,10.0
Hewlett-Packard,CVE-2013-2326,10.0
Hewlett-Packard,CVE-2013-2325,10.0
Hewlett-Packard,CVE-2013-2324,10.0
ABB,CVE-2013-5021,7.5
Apple,CVE-2013-0988,5.1
Apple,CVE-2013-1019,7.5
Apple,CVE-2013-1016,5.1
Apple,CVE-2013-1021,7.5
Apple,CVE-2013-1022,7.5
Apple,CVE-2013-1020,7.5
Apple,CVE-2013-1018,6.8
Apple,CVE-2013-1015,7.5
Apple,CVE-2013-0986,5.1
Apple,CVE-2013-1017,7.5
WebKit.Org,CVE-2013-0999,7.5
WebKit.Org,CVE-2013-0998,7.5
Apple,CVE-2013-0997,6.8
Adobe,"CVE-2013-2549, CVE-2013-2550",6.8
Adobe,CVE-2013-2727,7.5
Microsoft,CVE-2013-3187,7.5
Microsoft,CVE-2013-1312,7.5
Microsoft,CVE-2013-2551,7.5
IBM,CVE-2012-5947,7.5
IBM,CVE-2012-5946,7.5
IBM,CVE-2012-5945,7.5
Microsoft,CVE-2013-1338,7.5
Microsoft,CVE-2013-0090,6.8
Novell,CVE-2013-1091,7.5
F-Secure,,7.5
Oracle,CVE-2013-1559,10.0
Hewlett-Packard,CVE-2012-5219,10.0
IBM,CVE-2013-0593,7.5
Oracle,CVE-2013-1516,6.4
Mozilla,CVE-2013-0787,7.5
Oracle,CVE-2013-0401,7.5
Novell,CVE-2013-1082,7.5
Novell,CVE-2013-1081,7.5
Microsoft,CVE-2013-1305,7.8
Microsoft,CVE-2013-1308,6.8
Microsoft,CVE-2013-3140,6.8
Microsoft,CVE-2013-1309,7.5
Microsoft,CVE-2013-1306,7.5
Microsoft,,9.3
Apple,CVE-2103-0989,7.5
Oracle,CVE-2013-2436,9.3
Oracle,CVE-2013-1491,10.0
Oracle,CVE-2013-0402,9.3
Oracle,CVE-2013-1488,9.3
Oracle,CVE-2013-2426,9.3
Oracle,CVE-2013-2428,10.0
Oracle,CVE-2013-2420,10.0
Oracle,CVE-2013-2394,9.3
Oracle,CVE-2013-2434,10.0
Oracle,CVE-2013-2383,10.0
Oracle,CVE-2013-1569,10.0
Oracle,CVE-2013-2384,10.0
Cisco,CVE-2013-1177,10.0
Cisco,CVE-2013-1177,10.0
Microsoft,CVE-2013-1296,6.8
Google,CVE-2013-0912,6.8
Hewlett-Packard,CVE-2012-5212,6.8
Hewlett-Packard,CVE-2012-5207,9.4
Hewlett-Packard,CVE-2012-5206,9.4
Hewlett-Packard,CVE-2012-5209,10.0
Hewlett-Packard,CVE-2012-5210,9.4
Hewlett-Packard,CVE-2012-5211,9.4
Hewlett-Packard,CVE-2012-5208,8.5
Cisco,CVE-2013-1146,10.0
Apple,CVE-2013-0971,6.8
Hewlett-Packard,CVE-2012-5205,7.5
Hewlett-Packard,CVE-2012-5204,7.5
Hewlett-Packard,CVE-2012-5203,7.5
Hewlett-Packard,CVE-2012-5202,7.5
Hewlett-Packard,CVE-2012-5201,10.0
Novell,CVE-2013-1080,10.0
Novell,CVE-2013-1079,7.5
Microsoft,CVE-2013-0094,6.8
Microsoft,CVE-2013-0093,7.5
Microsoft,CVE-2013-0092,7.5
Microsoft,CVE-2013-0089,7.5
Microsoft,CVE-2013-0088,7.5
Oracle,CVE-2013-1484,7.5
Oracle,CVE-2013-1485,7.5
Oracle,CVE-2013-1484,7.5
Mozilla,CVE-2013-0754,7.5
Mozilla,CVE-2013-0755,7.5
Mozilla,CVE-2013-0756,7.5
Novell,CVE-2013-1085,10.0
EMC,CVE-2013-0930,7.6
EMC,CVE-2013-0929,7.6
EMC,CVE-2013-0928,10.0
Microsoft,CVE-2013-0028,6.8
Microsoft,CVE-2013-0029,6.8
Microsoft,CVE-2013-0029,6.8
Microsoft,CVE-2013-0020,6.8
Microsoft,CVE-2013-0018,6.8
Microsoft,CVE-2013-0024,6.8
Microsoft,CVE-2013-0023,6.8
Microsoft,CVE-2013-0019,7.5
Microsoft,CVE-2013-1313,6.8
Oracle,CVE-2013-1479,7.5
Oracle,CVE-2013-1480,7.5
Adobe,CVE-2012-5677,7.5
EMC,CVE-2012-4607,6.8
EMC,CVE-2012-4607,7.5
Citrix,,10.0
Hewlett-Packard,CVE-2012-3282,10.0
Hewlett-Packard,CVE-2012-3283,10.0
Hewlett-Packard,CVE-2012-3284,10.0
Hewlett-Packard,CVE-2012-3285,10.0
Oracle,CVE-2012-1543,7.5
Oracle,CVE-2012-1543,7.5
Oracle,CVE-2012-3213,7.5
Oracle,CVE-2013-1481,7.5
Apple,CVE-2012-3748,7.5
Novell,CVE-2012-0439,7.5
Microsoft,CVE-2012-2548,7.5
Mozilla,CVE-2013-0753,7.5
Microsoft,CVE-2013-0002,9.0
Microsoft,CVE-2013-0003,7.5
Mozilla,CVE-2013-0750,7.5
Oracle,CVE-2012-3174,7.5
Oracle,CVE-2013-0418,5.4
Microsoft,CVE-2014-6374,6.8
Agilent Technologies,CVE-2014-5145,10.0
SolarWinds,,6.8
Mozilla,CVE-2014-1581,6.8
AlienVault,,7.9
Trihedral Engineering Ltd,CVE-2014-9192,7.8
Honeywell,CVE-2014-8269,7.5
Honeywell,CVE-2014-8269,7.5
ManageEngine,CVE-2014-9373,10.0
ManageEngine,CVE-2014-9372,6.4
ManageEngine,CVE-2014-9371,10.0
BMC Software,CVE-2014-8270,5.0
BitTorrent,CVE-2014-8515,6.8
Adobe,CVE-2014-9163,6.8
Adobe,CVE-2014-9162,6.8
SAP,CVE-2014-9264,9.5
SAP,CVE-2014-9264,8.5
SAP,CVE-2014-9264,8.5
SAP,CVE-2014-9264,9.5
Lexmark,CVE-2014-8742,7.8
Lexmark,CVE-2014-8741,10.0
Microsoft,CVE-2014-8966,6.8
Microsoft,CVE-2014-6329,6.8
Microsoft,CVE-2014-6327,6.8
Microsoft,CVE-2014-6376,5.1
Microsoft,CVE-2014-6375,6.8
Microsoft,CVE-2014-6374,6.8
Microsoft,CVE-2014-8967,6.8
Autodesk,CVE-2014-9268,7.5
Samsung,CVE-2014-9265,7.5
Samsung,CVE-2014-9266,6.8
PTC,CVE-2014-9267,7.5
PTC,CVE-2014-9267,7.5
3S Pocketnet Tech,CVE-2014-9263,7.5
3S Pocketnet Tech,CVE-2014-9263,7.5
3S Pocketnet Tech,CVE-2014-9263,7.5
3S Pocketnet Tech,CVE-2014-9263,7.5
3S Pocketnet Tech,CVE-2014-9263,7.5
Cisco,CVE-2014-8002,9.5
Cisco,CVE-2014-8001,9.5
Apple,CVE-2014-1314,4.6
ARRIS,CVE-2014-8423,10.0
ARRIS,CVE-2014-8424,7.8
ARRIS,CVE-2014-8425,7.8
ManageEngine,CVE-2014-8678,7.8
SonicWALL,CVE-2014-8420,9.0
Rockwell Automation,CVE-2014-5424,7.5
Rockwell Automation,CVE-2014-5424,7.5
Oracle,CVE-2014-6466,4.6
Microsoft,CVE-2014-6351,6.8
